中曆紀日	西曆紀日	正朔組	舊年號	新年號
1076-12C-24	0857-01-23	正朔一	大中十一年	大中十年
1076-12C-25	0857-01-24	正朔一	大中十一年	大中十年
1076-12C-26	0857-01-25	正朔一	大中十一年	大中十年
1076-12C-27	0857-01-26	正朔一	大中十一年	大中十年
1076-12C-28	0857-01-27	正朔一	大中十一年	大中十年
1076-12C-29	0857-01-28	正朔一	大中十一年	大中十年
1076-12C-30	0857-01-29	正朔一	大中十一年	大中十年
1077-12C-13	0858-01-01	正朔一	大中十二年	大中十一年
1077-12C-14	0858-01-02	正朔一	大中十二年	大中十一年
1077-12C-15	0858-01-03	正朔一	大中十二年	大中十一年
1077-12C-16	0858-01-04	正朔一	大中十二年	大中十一年
1077-12C-17	0858-01-05	正朔一	大中十二年	大中十一年
1077-12C-18	0858-01-06	正朔一	大中十二年	大中十一年
1077-12C-19	0858-01-07	正朔一	大中十二年	大中十一年
1077-12C-20	0858-01-08	正朔一	大中十二年	大中十一年
1077-12C-21	0858-01-09	正朔一	大中十二年	大中十一年
1077-12C-22	0858-01-10	正朔一	大中十二年	大中十一年
1077-12C-23	0858-01-11	正朔一	大中十二年	大中十一年
1077-12C-24	0858-01-12	正朔一	大中十二年	大中十一年
1077-12C-25	0858-01-13	正朔一	大中十二年	大中十一年
1077-12C-26	0858-01-14	正朔一	大中十二年	大中十一年
1077-12C-27	0858-01-15	正朔一	大中十二年	大中十一年
1077-12C-28	0858-01-16	正朔一	大中十二年	大中十一年
1077-12C-29	0858-01-17	正朔一	大中十二年	大中十一年
1077-12C-30	0858-01-18	正朔一	大中十二年	大中十一年
1078-11C-24	0859-01-01	正朔一	大中十三年	大中十二年
1078-11C-25	0859-01-02	正朔一	大中十三年	大中十二年
1078-11C-26	0859-01-03	正朔一	大中十三年	大中十二年
1078-11C-27	0859-01-04	正朔一	大中十三年	大中十二年
1078-11C-28	0859-01-05	正朔一	大中十三年	大中十二年
1078-11C-29	0859-01-06	正朔一	大中十三年	大中十二年
1078-11C-30	0859-01-07	正朔一	大中十三年	大中十二年
1078-12C-01	0859-01-08	正朔一	大中十三年	大中十二年
1078-12C-02	0859-01-09	正朔一	大中十三年	大中十二年
1078-12C-03	0859-01-10	正朔一	大中十三年	大中十二年
1078-12C-04	0859-01-11	正朔一	大中十三年	大中十二年
1078-12C-05	0859-01-12	正朔一	大中十三年	大中十二年
1078-12C-06	0859-01-13	正朔一	大中十三年	大中十二年
1078-12C-07	0859-01-14	正朔一	大中十三年	大中十二年
1078-12C-08	0859-01-15	正朔一	大中十三年	大中十二年
1078-12C-09	0859-01-16	正朔一	大中十三年	大中十二年
1078-12C-10	0859-01-17	正朔一	大中十三年	大中十二年
1078-12C-11	0859-01-18	正朔一	大中十三年	大中十二年
1078-12C-12	0859-01-19	正朔一	大中十三年	大中十二年
1078-12C-13	0859-01-20	正朔一	大中十三年	大中十二年
1078-12C-14	0859-01-21	正朔一	大中十三年	大中十二年
1078-12C-15	0859-01-22	正朔一	大中十三年	大中十二年
1078-12C-16	0859-01-23	正朔一	大中十三年	大中十二年
1078-12C-17	0859-01-24	正朔一	大中十三年	大中十二年
1078-12C-18	0859-01-25	正朔一	大中十三年	大中十二年
1078-12C-19	0859-01-26	正朔一	大中十三年	大中十二年
1078-12C-20	0859-01-27	正朔一	大中十三年	大中十二年
1078-12C-21	0859-01-28	正朔一	大中十三年	大中十二年
1078-12C-22	0859-01-29	正朔一	大中十三年	大中十二年
1078-12C-23	0859-01-30	正朔一	大中十三年	大中十二年
1078-12C-24	0859-01-31	正朔一	大中十三年	大中十二年
1078-12C-25	0859-02-01	正朔一	大中十三年	大中十二年
1078-12C-26	0859-02-02	正朔一	大中十三年	大中十二年
1078-12C-27	0859-02-03	正朔一	大中十三年	大中十二年
1078-12C-28	0859-02-04	正朔一	大中十三年	大中十二年
1078-12C-29	0859-02-05	正朔一	大中十三年	大中十二年
1078-12C-30	0859-02-06	正朔一	大中十三年	大中十二年
1079-12C-05	0860-01-01	正朔一	大中十四年	大中十三年
1079-12C-06	0860-01-02	正朔一	大中十四年	大中十三年
1079-12C-07	0860-01-03	正朔一	大中十四年	大中十三年
1079-12C-08	0860-01-04	正朔一	大中十四年	大中十三年
1079-12C-09	0860-01-05	正朔一	大中十四年	大中十三年
1079-12C-10	0860-01-06	正朔一	大中十四年	大中十三年
1079-12C-11	0860-01-07	正朔一	大中十四年	大中十三年
1079-12C-12	0860-01-08	正朔一	大中十四年	大中十三年
1079-12C-13	0860-01-09	正朔一	大中十四年	大中十三年
1079-12C-14	0860-01-10	正朔一	大中十四年	大中十三年
1079-12C-15	0860-01-11	正朔一	大中十四年	大中十三年
1079-12C-16	0860-01-12	正朔一	大中十四年	大中十三年
1079-12C-17	0860-01-13	正朔一	大中十四年	大中十三年
1079-12C-18	0860-01-14	正朔一	大中十四年	大中十三年
1079-12C-19	0860-01-15	正朔一	大中十四年	大中十三年
1079-12C-20	0860-01-16	正朔一	大中十四年	大中十三年
1079-12C-21	0860-01-17	正朔一	大中十四年	大中十三年
1079-12C-22	0860-01-18	正朔一	大中十四年	大中十三年
1079-12C-23	0860-01-19	正朔一	大中十四年	大中十三年
1079-12C-24	0860-01-20	正朔一	大中十四年	大中十三年
1079-12C-25	0860-01-21	正朔一	大中十四年	大中十三年
1079-12C-26	0860-01-22	正朔一	大中十四年	大中十三年
1079-12C-27	0860-01-23	正朔一	大中十四年	大中十三年
1079-12C-28	0860-01-24	正朔一	大中十四年	大中十三年
1079-12C-29	0860-01-25	正朔一	大中十四年	大中十三年
1079-12C-30	0860-01-26	正朔一	大中十四年	大中十三年
1080-11C-17	0861-01-01	正朔一	咸通二年	咸通元年
1080-11C-18	0861-01-02	正朔一	咸通二年	咸通元年
1080-11C-19	0861-01-03	正朔一	咸通二年	咸通元年
1080-11C-20	0861-01-04	正朔一	咸通二年	咸通元年
1080-11C-21	0861-01-05	正朔一	咸通二年	咸通元年
1080-11C-22	0861-01-06	正朔一	咸通二年	咸通元年
1080-11C-23	0861-01-07	正朔一	咸通二年	咸通元年
1080-11C-24	0861-01-08	正朔一	咸通二年	咸通元年
1080-11C-25	0861-01-09	正朔一	咸通二年	咸通元年
1080-11C-26	0861-01-10	正朔一	咸通二年	咸通元年
1080-11C-27	0861-01-11	正朔一	咸通二年	咸通元年
1080-11C-28	0861-01-12	正朔一	咸通二年	咸通元年
1080-11C-29	0861-01-13	正朔一	咸通二年	咸通元年
1080-11C-30	0861-01-14	正朔一	咸通二年	咸通元年
1080-12C-01	0861-01-15	正朔一	咸通二年	咸通元年
1080-12C-02	0861-01-16	正朔一	咸通二年	咸通元年
1080-12C-03	0861-01-17	正朔一	咸通二年	咸通元年
1080-12C-04	0861-01-18	正朔一	咸通二年	咸通元年
1080-12C-05	0861-01-19	正朔一	咸通二年	咸通元年
1080-12C-06	0861-01-20	正朔一	咸通二年	咸通元年
1080-12C-07	0861-01-21	正朔一	咸通二年	咸通元年
1080-12C-08	0861-01-22	正朔一	咸通二年	咸通元年
1080-12C-09	0861-01-23	正朔一	咸通二年	咸通元年
1080-12C-10	0861-01-24	正朔一	咸通二年	咸通元年
1080-12C-11	0861-01-25	正朔一	咸通二年	咸通元年
1080-12C-12	0861-01-26	正朔一	咸通二年	咸通元年
1080-12C-13	0861-01-27	正朔一	咸通二年	咸通元年
1080-12C-14	0861-01-28	正朔一	咸通二年	咸通元年
1080-12C-15	0861-01-29	正朔一	咸通二年	咸通元年
1080-12C-16	0861-01-30	正朔一	咸通二年	咸通元年
1080-12C-17	0861-01-31	正朔一	咸通二年	咸通元年
1080-12C-18	0861-02-01	正朔一	咸通二年	咸通元年
1080-12C-19	0861-02-02	正朔一	咸通二年	咸通元年
1080-12C-20	0861-02-03	正朔一	咸通二年	咸通元年
1080-12C-21	0861-02-04	正朔一	咸通二年	咸通元年
1080-12C-22	0861-02-05	正朔一	咸通二年	咸通元年
1080-12C-23	0861-02-06	正朔一	咸通二年	咸通元年
1080-12C-24	0861-02-07	正朔一	咸通二年	咸通元年
1080-12C-25	0861-02-08	正朔一	咸通二年	咸通元年
1080-12C-26	0861-02-09	正朔一	咸通二年	咸通元年
1080-12C-27	0861-02-10	正朔一	咸通二年	咸通元年
1080-12C-28	0861-02-11	正朔一	咸通二年	咸通元年
1080-12C-29	0861-02-12	正朔一	咸通二年	咸通元年
1080-12C-30	0861-02-13	正朔一	咸通二年	咸通元年
1081-11C-27	0862-01-01	正朔一	咸通三年	咸通二年
1081-11C-28	0862-01-02	正朔一	咸通三年	咸通二年
1081-11C-29	0862-01-03	正朔一	咸通三年	咸通二年
1081-12C-01	0862-01-04	正朔一	咸通三年	咸通二年
1081-12C-02	0862-01-05	正朔一	咸通三年	咸通二年
1081-12C-03	0862-01-06	正朔一	咸通三年	咸通二年
1081-12C-04	0862-01-07	正朔一	咸通三年	咸通二年
1081-12C-05	0862-01-08	正朔一	咸通三年	咸通二年
1081-12C-06	0862-01-09	正朔一	咸通三年	咸通二年
1081-12C-07	0862-01-10	正朔一	咸通三年	咸通二年
1081-12C-08	0862-01-11	正朔一	咸通三年	咸通二年
1081-12C-09	0862-01-12	正朔一	咸通三年	咸通二年
1081-12C-10	0862-01-13	正朔一	咸通三年	咸通二年
1081-12C-11	0862-01-14	正朔一	咸通三年	咸通二年
1081-12C-12	0862-01-15	正朔一	咸通三年	咸通二年
1081-12C-13	0862-01-16	正朔一	咸通三年	咸通二年
1081-12C-14	0862-01-17	正朔一	咸通三年	咸通二年
1081-12C-15	0862-01-18	正朔一	咸通三年	咸通二年
1081-12C-16	0862-01-19	正朔一	咸通三年	咸通二年
1081-12C-17	0862-01-20	正朔一	咸通三年	咸通二年
1081-12C-18	0862-01-21	正朔一	咸通三年	咸通二年
1081-12C-19	0862-01-22	正朔一	咸通三年	咸通二年
1081-12C-20	0862-01-23	正朔一	咸通三年	咸通二年
1081-12C-21	0862-01-24	正朔一	咸通三年	咸通二年
1081-12C-22	0862-01-25	正朔一	咸通三年	咸通二年
1081-12C-23	0862-01-26	正朔一	咸通三年	咸通二年
1081-12C-24	0862-01-27	正朔一	咸通三年	咸通二年
1081-12C-25	0862-01-28	正朔一	咸通三年	咸通二年
1081-12C-26	0862-01-29	正朔一	咸通三年	咸通二年
1081-12C-27	0862-01-30	正朔一	咸通三年	咸通二年
1081-12C-28	0862-01-31	正朔一	咸通三年	咸通二年
1081-12C-29	0862-02-01	正朔一	咸通三年	咸通二年
1081-12C-30	0862-02-02	正朔一	咸通三年	咸通二年
1082-12C-08	0863-01-01	正朔一	咸通四年	咸通三年
1082-12C-09	0863-01-02	正朔一	咸通四年	咸通三年
1082-12C-10	0863-01-03	正朔一	咸通四年	咸通三年
1082-12C-11	0863-01-04	正朔一	咸通四年	咸通三年
1082-12C-12	0863-01-05	正朔一	咸通四年	咸通三年
1082-12C-13	0863-01-06	正朔一	咸通四年	咸通三年
1082-12C-14	0863-01-07	正朔一	咸通四年	咸通三年
1082-12C-15	0863-01-08	正朔一	咸通四年	咸通三年
1082-12C-16	0863-01-09	正朔一	咸通四年	咸通三年
1082-12C-17	0863-01-10	正朔一	咸通四年	咸通三年
1082-12C-18	0863-01-11	正朔一	咸通四年	咸通三年
1082-12C-19	0863-01-12	正朔一	咸通四年	咸通三年
1082-12C-20	0863-01-13	正朔一	咸通四年	咸通三年
1082-12C-21	0863-01-14	正朔一	咸通四年	咸通三年
1082-12C-22	0863-01-15	正朔一	咸通四年	咸通三年
1082-12C-23	0863-01-16	正朔一	咸通四年	咸通三年
1082-12C-24	0863-01-17	正朔一	咸通四年	咸通三年
1082-12C-25	0863-01-18	正朔一	咸通四年	咸通三年
1082-12C-26	0863-01-19	正朔一	咸通四年	咸通三年
1082-12C-27	0863-01-20	正朔一	咸通四年	咸通三年
1082-12C-28	0863-01-21	正朔一	咸通四年	咸通三年
1082-12C-29	0863-01-22	正朔一	咸通四年	咸通三年
1083-11C-18	0864-01-01	正朔一	咸通五年	咸通四年
1083-11C-19	0864-01-02	正朔一	咸通五年	咸通四年
1083-11C-20	0864-01-03	正朔一	咸通五年	咸通四年
1083-11C-21	0864-01-04	正朔一	咸通五年	咸通四年
1083-11C-22	0864-01-05	正朔一	咸通五年	咸通四年
1083-11C-23	0864-01-06	正朔一	咸通五年	咸通四年
1083-11C-24	0864-01-07	正朔一	咸通五年	咸通四年
1083-11C-25	0864-01-08	正朔一	咸通五年	咸通四年
1083-11C-26	0864-01-09	正朔一	咸通五年	咸通四年
1083-11C-27	0864-01-10	正朔一	咸通五年	咸通四年
1083-11C-28	0864-01-11	正朔一	咸通五年	咸通四年
1083-11C-29	0864-01-12	正朔一	咸通五年	咸通四年
1083-12C-01	0864-01-13	正朔一	咸通五年	咸通四年
1083-12C-02	0864-01-14	正朔一	咸通五年	咸通四年
1083-12C-03	0864-01-15	正朔一	咸通五年	咸通四年
1083-12C-04	0864-01-16	正朔一	咸通五年	咸通四年
1083-12C-05	0864-01-17	正朔一	咸通五年	咸通四年
1083-12C-06	0864-01-18	正朔一	咸通五年	咸通四年
1083-12C-07	0864-01-19	正朔一	咸通五年	咸通四年
1083-12C-08	0864-01-20	正朔一	咸通五年	咸通四年
1083-12C-09	0864-01-21	正朔一	咸通五年	咸通四年
1083-12C-10	0864-01-22	正朔一	咸通五年	咸通四年
1083-12C-11	0864-01-23	正朔一	咸通五年	咸通四年
1083-12C-12	0864-01-24	正朔一	咸通五年	咸通四年
1083-12C-13	0864-01-25	正朔一	咸通五年	咸通四年
1083-12C-14	0864-01-26	正朔一	咸通五年	咸通四年
1083-12C-15	0864-01-27	正朔一	咸通五年	咸通四年
1083-12C-16	0864-01-28	正朔一	咸通五年	咸通四年
1083-12C-17	0864-01-29	正朔一	咸通五年	咸通四年
1083-12C-18	0864-01-30	正朔一	咸通五年	咸通四年
1083-12C-19	0864-01-31	正朔一	咸通五年	咸通四年
1083-12C-20	0864-02-01	正朔一	咸通五年	咸通四年
1083-12C-21	0864-02-02	正朔一	咸通五年	咸通四年
1083-12C-22	0864-02-03	正朔一	咸通五年	咸通四年
1083-12C-23	0864-02-04	正朔一	咸通五年	咸通四年
1083-12C-24	0864-02-05	正朔一	咸通五年	咸通四年
1083-12C-25	0864-02-06	正朔一	咸通五年	咸通四年
1083-12C-26	0864-02-07	正朔一	咸通五年	咸通四年
1083-12C-27	0864-02-08	正朔一	咸通五年	咸通四年
1083-12C-28	0864-02-09	正朔一	咸通五年	咸通四年
1083-12C-29	0864-02-10	正朔一	咸通五年	咸通四年
1084-11C-30	0865-01-01	正朔一	咸通六年	咸通五年
1084-12C-01	0865-01-02	正朔一	咸通六年	咸通五年
1084-12C-02	0865-01-03	正朔一	咸通六年	咸通五年
1084-12C-03	0865-01-04	正朔一	咸通六年	咸通五年
1084-12C-04	0865-01-05	正朔一	咸通六年	咸通五年
1084-12C-05	0865-01-06	正朔一	咸通六年	咸通五年
1084-12C-06	0865-01-07	正朔一	咸通六年	咸通五年
1084-12C-07	0865-01-08	正朔一	咸通六年	咸通五年
1084-12C-08	0865-01-09	正朔一	咸通六年	咸通五年
1084-12C-09	0865-01-10	正朔一	咸通六年	咸通五年
1084-12C-10	0865-01-11	正朔一	咸通六年	咸通五年
1084-12C-11	0865-01-12	正朔一	咸通六年	咸通五年
1084-12C-12	0865-01-13	正朔一	咸通六年	咸通五年
1084-12C-13	0865-01-14	正朔一	咸通六年	咸通五年
1084-12C-14	0865-01-15	正朔一	咸通六年	咸通五年
1084-12C-15	0865-01-16	正朔一	咸通六年	咸通五年
1084-12C-16	0865-01-17	正朔一	咸通六年	咸通五年
1084-12C-17	0865-01-18	正朔一	咸通六年	咸通五年
1084-12C-18	0865-01-19	正朔一	咸通六年	咸通五年
1084-12C-19	0865-01-20	正朔一	咸通六年	咸通五年
1084-12C-20	0865-01-21	正朔一	咸通六年	咸通五年
1084-12C-21	0865-01-22	正朔一	咸通六年	咸通五年
1084-12C-22	0865-01-23	正朔一	咸通六年	咸通五年
1084-12C-23	0865-01-24	正朔一	咸通六年	咸通五年
1084-12C-24	0865-01-25	正朔一	咸通六年	咸通五年
1084-12C-25	0865-01-26	正朔一	咸通六年	咸通五年
1084-12C-26	0865-01-27	正朔一	咸通六年	咸通五年
1084-12C-27	0865-01-28	正朔一	咸通六年	咸通五年
1084-12C-28	0865-01-29	正朔一	咸通六年	咸通五年
1084-12C-29	0865-01-30	正朔一	咸通六年	咸通五年
1085-12C-11	0866-01-01	正朔一	咸通七年	咸通六年
1085-12C-12	0866-01-02	正朔一	咸通七年	咸通六年
1085-12C-13	0866-01-03	正朔一	咸通七年	咸通六年
1085-12C-14	0866-01-04	正朔一	咸通七年	咸通六年
1085-12C-15	0866-01-05	正朔一	咸通七年	咸通六年
1085-12C-16	0866-01-06	正朔一	咸通七年	咸通六年
1085-12C-17	0866-01-07	正朔一	咸通七年	咸通六年
1085-12C-18	0866-01-08	正朔一	咸通七年	咸通六年
1085-12C-19	0866-01-09	正朔一	咸通七年	咸通六年
1085-12C-20	0866-01-10	正朔一	咸通七年	咸通六年
1085-12C-21	0866-01-11	正朔一	咸通七年	咸通六年
1085-12C-22	0866-01-12	正朔一	咸通七年	咸通六年
1085-12C-23	0866-01-13	正朔一	咸通七年	咸通六年
1085-12C-24	0866-01-14	正朔一	咸通七年	咸通六年
1085-12C-25	0866-01-15	正朔一	咸通七年	咸通六年
1085-12C-26	0866-01-16	正朔一	咸通七年	咸通六年
1085-12C-27	0866-01-17	正朔一	咸通七年	咸通六年
1085-12C-28	0866-01-18	正朔一	咸通七年	咸通六年
1085-12C-29	0866-01-19	正朔一	咸通七年	咸通六年
1085-12C-30	0866-01-20	正朔一	咸通七年	咸通六年
1086-11C-22	0867-01-01	正朔一	咸通八年	咸通七年
1086-11C-23	0867-01-02	正朔一	咸通八年	咸通七年
1086-11C-24	0867-01-03	正朔一	咸通八年	咸通七年
1086-11C-25	0867-01-04	正朔一	咸通八年	咸通七年
1086-11C-26	0867-01-05	正朔一	咸通八年	咸通七年
1086-11C-27	0867-01-06	正朔一	咸通八年	咸通七年
1086-11C-28	0867-01-07	正朔一	咸通八年	咸通七年
1086-11C-29	0867-01-08	正朔一	咸通八年	咸通七年
1086-11C-30	0867-01-09	正朔一	咸通八年	咸通七年
1086-12C-01	0867-01-10	正朔一	咸通八年	咸通七年
1086-12C-02	0867-01-11	正朔一	咸通八年	咸通七年
1086-12C-03	0867-01-12	正朔一	咸通八年	咸通七年
1086-12C-04	0867-01-13	正朔一	咸通八年	咸通七年
1086-12C-05	0867-01-14	正朔一	咸通八年	咸通七年
1086-12C-06	0867-01-15	正朔一	咸通八年	咸通七年
1086-12C-07	0867-01-16	正朔一	咸通八年	咸通七年
1086-12C-08	0867-01-17	正朔一	咸通八年	咸通七年
1086-12C-09	0867-01-18	正朔一	咸通八年	咸通七年
1086-12C-10	0867-01-19	正朔一	咸通八年	咸通七年
