中曆紀日	西曆紀日	正朔組	舊年號	新年號
0944-12C-19	0725-01-08	正朔一	开元十三年	开元十二年
0944-12C-20	0725-01-09	正朔一	开元十三年	开元十二年
0944-12C-21	0725-01-10	正朔一	开元十三年	开元十二年
0944-12C-22	0725-01-11	正朔一	开元十三年	开元十二年
0944-12C-23	0725-01-12	正朔一	开元十三年	开元十二年
0944-12C-24	0725-01-13	正朔一	开元十三年	开元十二年
0944-12C-25	0725-01-14	正朔一	开元十三年	开元十二年
0944-12C-26	0725-01-15	正朔一	开元十三年	开元十二年
0944-12C-27	0725-01-16	正朔一	开元十三年	开元十二年
0944-12C-28	0725-01-17	正朔一	开元十三年	开元十二年
0944-12C-29	0725-01-18	正朔一	开元十三年	开元十二年
0944-12L-01	0725-01-19	正朔一	开元十三年	开元十二年
0944-12L-02	0725-01-20	正朔一	开元十三年	开元十二年
0944-12L-03	0725-01-21	正朔一	开元十三年	开元十二年
0944-12L-04	0725-01-22	正朔一	开元十三年	开元十二年
0944-12L-05	0725-01-23	正朔一	开元十三年	开元十二年
0944-12L-06	0725-01-24	正朔一	开元十三年	开元十二年
0944-12L-07	0725-01-25	正朔一	开元十三年	开元十二年
0944-12L-08	0725-01-26	正朔一	开元十三年	开元十二年
0944-12L-09	0725-01-27	正朔一	开元十三年	开元十二年
0944-12L-10	0725-01-28	正朔一	开元十三年	开元十二年
0944-12L-11	0725-01-29	正朔一	开元十三年	开元十二年
0944-12L-12	0725-01-30	正朔一	开元十三年	开元十二年
0944-12L-13	0725-01-31	正朔一	开元十三年	开元十二年
0944-12L-14	0725-02-01	正朔一	开元十三年	开元十二年
0944-12L-15	0725-02-02	正朔一	开元十三年	开元十二年
0944-12L-16	0725-02-03	正朔一	开元十三年	开元十二年
0944-12L-17	0725-02-04	正朔一	开元十三年	开元十二年
0944-12L-18	0725-02-05	正朔一	开元十三年	开元十二年
0944-12L-19	0725-02-06	正朔一	开元十三年	开元十二年
0944-12L-20	0725-02-07	正朔一	开元十三年	开元十二年
0944-12L-21	0725-02-08	正朔一	开元十三年	开元十二年
0944-12L-22	0725-02-09	正朔一	开元十三年	开元十二年
0944-12L-23	0725-02-10	正朔一	开元十三年	开元十二年
0944-12L-24	0725-02-11	正朔一	开元十三年	开元十二年
0944-12L-25	0725-02-12	正朔一	开元十三年	开元十二年
0944-12L-26	0725-02-13	正朔一	开元十三年	开元十二年
0944-12L-27	0725-02-14	正朔一	开元十三年	开元十二年
0944-12L-28	0725-02-15	正朔一	开元十三年	开元十二年
0944-12L-29	0725-02-16	正朔一	开元十三年	开元十二年
0944-12L-30	0725-02-17	正朔一	开元十三年	开元十二年
0945-11C-23	0726-01-01	正朔一	开元十四年	开元十三年
0945-11C-24	0726-01-02	正朔一	开元十四年	开元十三年
0945-11C-25	0726-01-03	正朔一	开元十四年	开元十三年
0945-11C-26	0726-01-04	正朔一	开元十四年	开元十三年
0945-11C-27	0726-01-05	正朔一	开元十四年	开元十三年
0945-11C-28	0726-01-06	正朔一	开元十四年	开元十三年
0945-11C-29	0726-01-07	正朔一	开元十四年	开元十三年
0945-12C-01	0726-01-08	正朔一	开元十四年	开元十三年
0945-12C-02	0726-01-09	正朔一	开元十四年	开元十三年
0945-12C-03	0726-01-10	正朔一	开元十四年	开元十三年
0945-12C-04	0726-01-11	正朔一	开元十四年	开元十三年
0945-12C-05	0726-01-12	正朔一	开元十四年	开元十三年
0945-12C-06	0726-01-13	正朔一	开元十四年	开元十三年
0945-12C-07	0726-01-14	正朔一	开元十四年	开元十三年
0945-12C-08	0726-01-15	正朔一	开元十四年	开元十三年
0945-12C-09	0726-01-16	正朔一	开元十四年	开元十三年
0945-12C-10	0726-01-17	正朔一	开元十四年	开元十三年
0945-12C-11	0726-01-18	正朔一	开元十四年	开元十三年
0945-12C-12	0726-01-19	正朔一	开元十四年	开元十三年
0945-12C-13	0726-01-20	正朔一	开元十四年	开元十三年
0945-12C-14	0726-01-21	正朔一	开元十四年	开元十三年
0945-12C-15	0726-01-22	正朔一	开元十四年	开元十三年
0945-12C-16	0726-01-23	正朔一	开元十四年	开元十三年
0945-12C-17	0726-01-24	正朔一	开元十四年	开元十三年
0945-12C-18	0726-01-25	正朔一	开元十四年	开元十三年
0945-12C-19	0726-01-26	正朔一	开元十四年	开元十三年
0945-12C-20	0726-01-27	正朔一	开元十四年	开元十三年
0945-12C-21	0726-01-28	正朔一	开元十四年	开元十三年
0945-12C-22	0726-01-29	正朔一	开元十四年	开元十三年
0945-12C-23	0726-01-30	正朔一	开元十四年	开元十三年
0945-12C-24	0726-01-31	正朔一	开元十四年	开元十三年
0945-12C-25	0726-02-01	正朔一	开元十四年	开元十三年
0945-12C-26	0726-02-02	正朔一	开元十四年	开元十三年
0945-12C-27	0726-02-03	正朔一	开元十四年	开元十三年
0945-12C-28	0726-02-04	正朔一	开元十四年	开元十三年
0945-12C-29	0726-02-05	正朔一	开元十四年	开元十三年
0945-12C-30	0726-02-06	正朔一	开元十四年	开元十三年
0946-12C-05	0727-01-01	正朔一	开元十五年	开元十四年
0946-12C-06	0727-01-02	正朔一	开元十五年	开元十四年
0946-12C-07	0727-01-03	正朔一	开元十五年	开元十四年
0946-12C-08	0727-01-04	正朔一	开元十五年	开元十四年
0946-12C-09	0727-01-05	正朔一	开元十五年	开元十四年
0946-12C-10	0727-01-06	正朔一	开元十五年	开元十四年
0946-12C-11	0727-01-07	正朔一	开元十五年	开元十四年
0946-12C-12	0727-01-08	正朔一	开元十五年	开元十四年
0946-12C-13	0727-01-09	正朔一	开元十五年	开元十四年
0946-12C-14	0727-01-10	正朔一	开元十五年	开元十四年
0946-12C-15	0727-01-11	正朔一	开元十五年	开元十四年
0946-12C-16	0727-01-12	正朔一	开元十五年	开元十四年
0946-12C-17	0727-01-13	正朔一	开元十五年	开元十四年
0946-12C-18	0727-01-14	正朔一	开元十五年	开元十四年
0946-12C-19	0727-01-15	正朔一	开元十五年	开元十四年
0946-12C-20	0727-01-16	正朔一	开元十五年	开元十四年
0946-12C-21	0727-01-17	正朔一	开元十五年	开元十四年
0946-12C-22	0727-01-18	正朔一	开元十五年	开元十四年
0946-12C-23	0727-01-19	正朔一	开元十五年	开元十四年
0946-12C-24	0727-01-20	正朔一	开元十五年	开元十四年
0946-12C-25	0727-01-21	正朔一	开元十五年	开元十四年
0946-12C-26	0727-01-22	正朔一	开元十五年	开元十四年
0946-12C-27	0727-01-23	正朔一	开元十五年	开元十四年
0946-12C-28	0727-01-24	正朔一	开元十五年	开元十四年
0946-12C-29	0727-01-25	正朔一	开元十五年	开元十四年
0946-12C-30	0727-01-26	正朔一	开元十五年	开元十四年
0947-11C-15	0728-01-01	正朔一	开元十六年	开元十五年
0947-11C-16	0728-01-02	正朔一	开元十六年	开元十五年
0947-11C-17	0728-01-03	正朔一	开元十六年	开元十五年
0947-11C-18	0728-01-04	正朔一	开元十六年	开元十五年
0947-11C-19	0728-01-05	正朔一	开元十六年	开元十五年
0947-11C-20	0728-01-06	正朔一	开元十六年	开元十五年
0947-11C-21	0728-01-07	正朔一	开元十六年	开元十五年
0947-11C-22	0728-01-08	正朔一	开元十六年	开元十五年
0947-11C-23	0728-01-09	正朔一	开元十六年	开元十五年
0947-11C-24	0728-01-10	正朔一	开元十六年	开元十五年
0947-11C-25	0728-01-11	正朔一	开元十六年	开元十五年
0947-11C-26	0728-01-12	正朔一	开元十六年	开元十五年
0947-11C-27	0728-01-13	正朔一	开元十六年	开元十五年
0947-11C-28	0728-01-14	正朔一	开元十六年	开元十五年
0947-11C-29	0728-01-15	正朔一	开元十六年	开元十五年
0947-12C-01	0728-01-16	正朔一	开元十六年	开元十五年
0947-12C-02	0728-01-17	正朔一	开元十六年	开元十五年
0947-12C-03	0728-01-18	正朔一	开元十六年	开元十五年
0947-12C-04	0728-01-19	正朔一	开元十六年	开元十五年
0947-12C-05	0728-01-20	正朔一	开元十六年	开元十五年
0947-12C-06	0728-01-21	正朔一	开元十六年	开元十五年
0947-12C-07	0728-01-22	正朔一	开元十六年	开元十五年
0947-12C-08	0728-01-23	正朔一	开元十六年	开元十五年
0947-12C-09	0728-01-24	正朔一	开元十六年	开元十五年
0947-12C-10	0728-01-25	正朔一	开元十六年	开元十五年
0947-12C-11	0728-01-26	正朔一	开元十六年	开元十五年
0947-12C-12	0728-01-27	正朔一	开元十六年	开元十五年
0947-12C-13	0728-01-28	正朔一	开元十六年	开元十五年
0947-12C-14	0728-01-29	正朔一	开元十六年	开元十五年
0947-12C-15	0728-01-30	正朔一	开元十六年	开元十五年
0947-12C-16	0728-01-31	正朔一	开元十六年	开元十五年
0947-12C-17	0728-02-01	正朔一	开元十六年	开元十五年
0947-12C-18	0728-02-02	正朔一	开元十六年	开元十五年
0947-12C-19	0728-02-03	正朔一	开元十六年	开元十五年
0947-12C-20	0728-02-04	正朔一	开元十六年	开元十五年
0947-12C-21	0728-02-05	正朔一	开元十六年	开元十五年
0947-12C-22	0728-02-06	正朔一	开元十六年	开元十五年
0947-12C-23	0728-02-07	正朔一	开元十六年	开元十五年
0947-12C-24	0728-02-08	正朔一	开元十六年	开元十五年
0947-12C-25	0728-02-09	正朔一	开元十六年	开元十五年
0947-12C-26	0728-02-10	正朔一	开元十六年	开元十五年
0947-12C-27	0728-02-11	正朔一	开元十六年	开元十五年
0947-12C-28	0728-02-12	正朔一	开元十六年	开元十五年
0947-12C-29	0728-02-13	正朔一	开元十六年	开元十五年
0947-12C-30	0728-02-14	正朔一	开元十六年	开元十五年
0948-11C-27	0729-01-01	正朔一	开元十七年	开元十六年
0948-11C-28	0729-01-02	正朔一	开元十七年	开元十六年
0948-11C-29	0729-01-03	正朔一	开元十七年	开元十六年
0948-12C-01	0729-01-04	正朔一	开元十七年	开元十六年
0948-12C-02	0729-01-05	正朔一	开元十七年	开元十六年
0948-12C-03	0729-01-06	正朔一	开元十七年	开元十六年
0948-12C-04	0729-01-07	正朔一	开元十七年	开元十六年
0948-12C-05	0729-01-08	正朔一	开元十七年	开元十六年
0948-12C-06	0729-01-09	正朔一	开元十七年	开元十六年
0948-12C-07	0729-01-10	正朔一	开元十七年	开元十六年
0948-12C-08	0729-01-11	正朔一	开元十七年	开元十六年
0948-12C-09	0729-01-12	正朔一	开元十七年	开元十六年
0948-12C-10	0729-01-13	正朔一	开元十七年	开元十六年
0948-12C-11	0729-01-14	正朔一	开元十七年	开元十六年
0948-12C-12	0729-01-15	正朔一	开元十七年	开元十六年
0948-12C-13	0729-01-16	正朔一	开元十七年	开元十六年
0948-12C-14	0729-01-17	正朔一	开元十七年	开元十六年
0948-12C-15	0729-01-18	正朔一	开元十七年	开元十六年
0948-12C-16	0729-01-19	正朔一	开元十七年	开元十六年
0948-12C-17	0729-01-20	正朔一	开元十七年	开元十六年
0948-12C-18	0729-01-21	正朔一	开元十七年	开元十六年
0948-12C-19	0729-01-22	正朔一	开元十七年	开元十六年
0948-12C-20	0729-01-23	正朔一	开元十七年	开元十六年
0948-12C-21	0729-01-24	正朔一	开元十七年	开元十六年
0948-12C-22	0729-01-25	正朔一	开元十七年	开元十六年
0948-12C-23	0729-01-26	正朔一	开元十七年	开元十六年
0948-12C-24	0729-01-27	正朔一	开元十七年	开元十六年
0948-12C-25	0729-01-28	正朔一	开元十七年	开元十六年
0948-12C-26	0729-01-29	正朔一	开元十七年	开元十六年
0948-12C-27	0729-01-30	正朔一	开元十七年	开元十六年
0948-12C-28	0729-01-31	正朔一	开元十七年	开元十六年
0948-12C-29	0729-02-01	正朔一	开元十七年	开元十六年
0948-12C-30	0729-02-02	正朔一	开元十七年	开元十六年
0949-12C-08	0730-01-01	正朔一	开元十八年	开元十七年
0949-12C-09	0730-01-02	正朔一	开元十八年	开元十七年
0949-12C-10	0730-01-03	正朔一	开元十八年	开元十七年
0949-12C-11	0730-01-04	正朔一	开元十八年	开元十七年
0949-12C-12	0730-01-05	正朔一	开元十八年	开元十七年
0949-12C-13	0730-01-06	正朔一	开元十八年	开元十七年
0949-12C-14	0730-01-07	正朔一	开元十八年	开元十七年
0949-12C-15	0730-01-08	正朔一	开元十八年	开元十七年
0949-12C-16	0730-01-09	正朔一	开元十八年	开元十七年
0949-12C-17	0730-01-10	正朔一	开元十八年	开元十七年
0949-12C-18	0730-01-11	正朔一	开元十八年	开元十七年
0949-12C-19	0730-01-12	正朔一	开元十八年	开元十七年
0949-12C-20	0730-01-13	正朔一	开元十八年	开元十七年
0949-12C-21	0730-01-14	正朔一	开元十八年	开元十七年
0949-12C-22	0730-01-15	正朔一	开元十八年	开元十七年
0949-12C-23	0730-01-16	正朔一	开元十八年	开元十七年
0949-12C-24	0730-01-17	正朔一	开元十八年	开元十七年
0949-12C-25	0730-01-18	正朔一	开元十八年	开元十七年
0949-12C-26	0730-01-19	正朔一	开元十八年	开元十七年
0949-12C-27	0730-01-20	正朔一	开元十八年	开元十七年
0949-12C-28	0730-01-21	正朔一	开元十八年	开元十七年
0949-12C-29	0730-01-22	正朔一	开元十八年	开元十七年
0950-11C-19	0731-01-01	正朔一	开元十九年	开元十八年
0950-11C-20	0731-01-02	正朔一	开元十九年	开元十八年
0950-11C-21	0731-01-03	正朔一	开元十九年	开元十八年
0950-11C-22	0731-01-04	正朔一	开元十九年	开元十八年
0950-11C-23	0731-01-05	正朔一	开元十九年	开元十八年
0950-11C-24	0731-01-06	正朔一	开元十九年	开元十八年
0950-11C-25	0731-01-07	正朔一	开元十九年	开元十八年
0950-11C-26	0731-01-08	正朔一	开元十九年	开元十八年
0950-11C-27	0731-01-09	正朔一	开元十九年	开元十八年
0950-11C-28	0731-01-10	正朔一	开元十九年	开元十八年
0950-11C-29	0731-01-11	正朔一	开元十九年	开元十八年
0950-11C-30	0731-01-12	正朔一	开元十九年	开元十八年
0950-12C-01	0731-01-13	正朔一	开元十九年	开元十八年
0950-12C-02	0731-01-14	正朔一	开元十九年	开元十八年
0950-12C-03	0731-01-15	正朔一	开元十九年	开元十八年
0950-12C-04	0731-01-16	正朔一	开元十九年	开元十八年
0950-12C-05	0731-01-17	正朔一	开元十九年	开元十八年
0950-12C-06	0731-01-18	正朔一	开元十九年	开元十八年
0950-12C-07	0731-01-19	正朔一	开元十九年	开元十八年
0950-12C-08	0731-01-20	正朔一	开元十九年	开元十八年
0950-12C-09	0731-01-21	正朔一	开元十九年	开元十八年
0950-12C-10	0731-01-22	正朔一	开元十九年	开元十八年
0950-12C-11	0731-01-23	正朔一	开元十九年	开元十八年
0950-12C-12	0731-01-24	正朔一	开元十九年	开元十八年
0950-12C-13	0731-01-25	正朔一	开元十九年	开元十八年
0950-12C-14	0731-01-26	正朔一	开元十九年	开元十八年
0950-12C-15	0731-01-27	正朔一	开元十九年	开元十八年
0950-12C-16	0731-01-28	正朔一	开元十九年	开元十八年
0950-12C-17	0731-01-29	正朔一	开元十九年	开元十八年
0950-12C-18	0731-01-30	正朔一	开元十九年	开元十八年
0950-12C-19	0731-01-31	正朔一	开元十九年	开元十八年
0950-12C-20	0731-02-01	正朔一	开元十九年	开元十八年
0950-12C-21	0731-02-02	正朔一	开元十九年	开元十八年
0950-12C-22	0731-02-03	正朔一	开元十九年	开元十八年
0950-12C-23	0731-02-04	正朔一	开元十九年	开元十八年
0950-12C-24	0731-02-05	正朔一	开元十九年	开元十八年
0950-12C-25	0731-02-06	正朔一	开元十九年	开元十八年
0950-12C-26	0731-02-07	正朔一	开元十九年	开元十八年
0950-12C-27	0731-02-08	正朔一	开元十九年	开元十八年
0950-12C-28	0731-02-09	正朔一	开元十九年	开元十八年
0950-12C-29	0731-02-10	正朔一	开元十九年	开元十八年
0951-11C-29	0732-01-01	正朔一	开元二十年	开元十九年
0951-11C-30	0732-01-02	正朔一	开元二十年	开元十九年
0951-12C-01	0732-01-03	正朔一	开元二十年	开元十九年
0951-12C-02	0732-01-04	正朔一	开元二十年	开元十九年
0951-12C-03	0732-01-05	正朔一	开元二十年	开元十九年
0951-12C-04	0732-01-06	正朔一	开元二十年	开元十九年
0951-12C-05	0732-01-07	正朔一	开元二十年	开元十九年
0951-12C-06	0732-01-08	正朔一	开元二十年	开元十九年
0951-12C-07	0732-01-09	正朔一	开元二十年	开元十九年
0951-12C-08	0732-01-10	正朔一	开元二十年	开元十九年
0951-12C-09	0732-01-11	正朔一	开元二十年	开元十九年
0951-12C-10	0732-01-12	正朔一	开元二十年	开元十九年
0951-12C-11	0732-01-13	正朔一	开元二十年	开元十九年
0951-12C-12	0732-01-14	正朔一	开元二十年	开元十九年
0951-12C-13	0732-01-15	正朔一	开元二十年	开元十九年
0951-12C-14	0732-01-16	正朔一	开元二十年	开元十九年
0951-12C-15	0732-01-17	正朔一	开元二十年	开元十九年
0951-12C-16	0732-01-18	正朔一	开元二十年	开元十九年
0951-12C-17	0732-01-19	正朔一	开元二十年	开元十九年
0951-12C-18	0732-01-20	正朔一	开元二十年	开元十九年
0951-12C-19	0732-01-21	正朔一	开元二十年	开元十九年
0951-12C-20	0732-01-22	正朔一	开元二十年	开元十九年
0951-12C-21	0732-01-23	正朔一	开元二十年	开元十九年
0951-12C-22	0732-01-24	正朔一	开元二十年	开元十九年
0951-12C-23	0732-01-25	正朔一	开元二十年	开元十九年
0951-12C-24	0732-01-26	正朔一	开元二十年	开元十九年
0951-12C-25	0732-01-27	正朔一	开元二十年	开元十九年
0951-12C-26	0732-01-28	正朔一	开元二十年	开元十九年
0951-12C-27	0732-01-29	正朔一	开元二十年	开元十九年
0951-12C-28	0732-01-30	正朔一	开元二十年	开元十九年
0951-12C-29	0732-01-31	正朔一	开元二十年	开元十九年
0952-12C-11	0733-01-01	正朔一	开元二十一年	开元二十年
0952-12C-12	0733-01-02	正朔一	开元二十一年	开元二十年
0952-12C-13	0733-01-03	正朔一	开元二十一年	开元二十年
0952-12C-14	0733-01-04	正朔一	开元二十一年	开元二十年
0952-12C-15	0733-01-05	正朔一	开元二十一年	开元二十年
0952-12C-16	0733-01-06	正朔一	开元二十一年	开元二十年
0952-12C-17	0733-01-07	正朔一	开元二十一年	开元二十年
0952-12C-18	0733-01-08	正朔一	开元二十一年	开元二十年
0952-12C-19	0733-01-09	正朔一	开元二十一年	开元二十年
0952-12C-20	0733-01-10	正朔一	开元二十一年	开元二十年
0952-12C-21	0733-01-11	正朔一	开元二十一年	开元二十年
0952-12C-22	0733-01-12	正朔一	开元二十一年	开元二十年
0952-12C-23	0733-01-13	正朔一	开元二十一年	开元二十年
0952-12C-24	0733-01-14	正朔一	开元二十一年	开元二十年
0952-12C-25	0733-01-15	正朔一	开元二十一年	开元二十年
0952-12C-26	0733-01-16	正朔一	开元二十一年	开元二十年
0952-12C-27	0733-01-17	正朔一	开元二十一年	开元二十年
0952-12C-28	0733-01-18	正朔一	开元二十一年	开元二十年
0952-12C-29	0733-01-19	正朔一	开元二十一年	开元二十年
0952-12C-30	0733-01-20	正朔一	开元二十一年	开元二十年
0953-11C-22	0734-01-01	正朔一	开元二十二年	开元二十一年
0953-11C-23	0734-01-02	正朔一	开元二十二年	开元二十一年
0953-11C-24	0734-01-03	正朔一	开元二十二年	开元二十一年
0953-11C-25	0734-01-04	正朔一	开元二十二年	开元二十一年
0953-11C-26	0734-01-05	正朔一	开元二十二年	开元二十一年
0953-11C-27	0734-01-06	正朔一	开元二十二年	开元二十一年
0953-11C-28	0734-01-07	正朔一	开元二十二年	开元二十一年
0953-11C-29	0734-01-08	正朔一	开元二十二年	开元二十一年
0953-11C-30	0734-01-09	正朔一	开元二十二年	开元二十一年
0953-12C-01	0734-01-10	正朔一	开元二十二年	开元二十一年
0953-12C-02	0734-01-11	正朔一	开元二十二年	开元二十一年
0953-12C-03	0734-01-12	正朔一	开元二十二年	开元二十一年
0953-12C-04	0734-01-13	正朔一	开元二十二年	开元二十一年
0953-12C-05	0734-01-14	正朔一	开元二十二年	开元二十一年
0953-12C-06	0734-01-15	正朔一	开元二十二年	开元二十一年
0953-12C-07	0734-01-16	正朔一	开元二十二年	开元二十一年
0953-12C-08	0734-01-17	正朔一	开元二十二年	开元二十一年
0953-12C-09	0734-01-18	正朔一	开元二十二年	开元二十一年
0953-12C-10	0734-01-19	正朔一	开元二十二年	开元二十一年
0953-12C-11	0734-01-20	正朔一	开元二十二年	开元二十一年
0953-12C-12	0734-01-21	正朔一	开元二十二年	开元二十一年
0953-12C-13	0734-01-22	正朔一	开元二十二年	开元二十一年
0953-12C-14	0734-01-23	正朔一	开元二十二年	开元二十一年
0953-12C-15	0734-01-24	正朔一	开元二十二年	开元二十一年
0953-12C-16	0734-01-25	正朔一	开元二十二年	开元二十一年
0953-12C-17	0734-01-26	正朔一	开元二十二年	开元二十一年
0953-12C-18	0734-01-27	正朔一	开元二十二年	开元二十一年
0953-12C-19	0734-01-28	正朔一	开元二十二年	开元二十一年
0953-12C-20	0734-01-29	正朔一	开元二十二年	开元二十一年
0953-12C-21	0734-01-30	正朔一	开元二十二年	开元二十一年
0953-12C-22	0734-01-31	正朔一	开元二十二年	开元二十一年
0953-12C-23	0734-02-01	正朔一	开元二十二年	开元二十一年
0953-12C-24	0734-02-02	正朔一	开元二十二年	开元二十一年
0953-12C-25	0734-02-03	正朔一	开元二十二年	开元二十一年
0953-12C-26	0734-02-04	正朔一	开元二十二年	开元二十一年
0953-12C-27	0734-02-05	正朔一	开元二十二年	开元二十一年
0953-12C-28	0734-02-06	正朔一	开元二十二年	开元二十一年
0953-12C-29	0734-02-07	正朔一	开元二十二年	开元二十一年
0953-12C-30	0734-02-08	正朔一	开元二十二年	开元二十一年
0954-12C-03	0735-01-01	正朔一	开元二十三年	开元二十二年
0954-12C-04	0735-01-02	正朔一	开元二十三年	开元二十二年
0954-12C-05	0735-01-03	正朔一	开元二十三年	开元二十二年
0954-12C-06	0735-01-04	正朔一	开元二十三年	开元二十二年
0954-12C-07	0735-01-05	正朔一	开元二十三年	开元二十二年
0954-12C-08	0735-01-06	正朔一	开元二十三年	开元二十二年
0954-12C-09	0735-01-07	正朔一	开元二十三年	开元二十二年
0954-12C-10	0735-01-08	正朔一	开元二十三年	开元二十二年
0954-12C-11	0735-01-09	正朔一	开元二十三年	开元二十二年
0954-12C-12	0735-01-10	正朔一	开元二十三年	开元二十二年
0954-12C-13	0735-01-11	正朔一	开元二十三年	开元二十二年
0954-12C-14	0735-01-12	正朔一	开元二十三年	开元二十二年
0954-12C-15	0735-01-13	正朔一	开元二十三年	开元二十二年
0954-12C-16	0735-01-14	正朔一	开元二十三年	开元二十二年
0954-12C-17	0735-01-15	正朔一	开元二十三年	开元二十二年
0954-12C-18	0735-01-16	正朔一	开元二十三年	开元二十二年
0954-12C-19	0735-01-17	正朔一	开元二十三年	开元二十二年
0954-12C-20	0735-01-18	正朔一	开元二十三年	开元二十二年
0954-12C-21	0735-01-19	正朔一	开元二十三年	开元二十二年
0954-12C-22	0735-01-20	正朔一	开元二十三年	开元二十二年
0954-12C-23	0735-01-21	正朔一	开元二十三年	开元二十二年
0954-12C-24	0735-01-22	正朔一	开元二十三年	开元二十二年
0954-12C-25	0735-01-23	正朔一	开元二十三年	开元二十二年
0954-12C-26	0735-01-24	正朔一	开元二十三年	开元二十二年
0954-12C-27	0735-01-25	正朔一	开元二十三年	开元二十二年
0954-12C-28	0735-01-26	正朔一	开元二十三年	开元二十二年
0954-12C-29	0735-01-27	正朔一	开元二十三年	开元二十二年
0954-12C-30	0735-01-28	正朔一	开元二十三年	开元二十二年
0955-11L-14	0736-01-01	正朔一	开元二十四年	开元二十三年
0955-11L-15	0736-01-02	正朔一	开元二十四年	开元二十三年
0955-11L-16	0736-01-03	正朔一	开元二十四年	开元二十三年
0955-11L-17	0736-01-04	正朔一	开元二十四年	开元二十三年
0955-11L-18	0736-01-05	正朔一	开元二十四年	开元二十三年
0955-11L-19	0736-01-06	正朔一	开元二十四年	开元二十三年
0955-11L-20	0736-01-07	正朔一	开元二十四年	开元二十三年
0955-11L-21	0736-01-08	正朔一	开元二十四年	开元二十三年
0955-11L-22	0736-01-09	正朔一	开元二十四年	开元二十三年
0955-11L-23	0736-01-10	正朔一	开元二十四年	开元二十三年
0955-11L-24	0736-01-11	正朔一	开元二十四年	开元二十三年
0955-11L-25	0736-01-12	正朔一	开元二十四年	开元二十三年
0955-11L-26	0736-01-13	正朔一	开元二十四年	开元二十三年
0955-11L-27	0736-01-14	正朔一	开元二十四年	开元二十三年
0955-11L-28	0736-01-15	正朔一	开元二十四年	开元二十三年
0955-11L-29	0736-01-16	正朔一	开元二十四年	开元二十三年
0955-11L-30	0736-01-17	正朔一	开元二十四年	开元二十三年
0955-12C-01	0736-01-18	正朔一	开元二十四年	开元二十三年
0955-12C-02	0736-01-19	正朔一	开元二十四年	开元二十三年
0955-12C-03	0736-01-20	正朔一	开元二十四年	开元二十三年
0955-12C-04	0736-01-21	正朔一	开元二十四年	开元二十三年
0955-12C-05	0736-01-22	正朔一	开元二十四年	开元二十三年
0955-12C-06	0736-01-23	正朔一	开元二十四年	开元二十三年
0955-12C-07	0736-01-24	正朔一	开元二十四年	开元二十三年
0955-12C-08	0736-01-25	正朔一	开元二十四年	开元二十三年
0955-12C-09	0736-01-26	正朔一	开元二十四年	开元二十三年
0955-12C-10	0736-01-27	正朔一	开元二十四年	开元二十三年
0955-12C-11	0736-01-28	正朔一	开元二十四年	开元二十三年
0955-12C-12	0736-01-29	正朔一	开元二十四年	开元二十三年
0955-12C-13	0736-01-30	正朔一	开元二十四年	开元二十三年
0955-12C-14	0736-01-31	正朔一	开元二十四年	开元二十三年
0955-12C-15	0736-02-01	正朔一	开元二十四年	开元二十三年
0955-12C-16	0736-02-02	正朔一	开元二十四年	开元二十三年
0955-12C-17	0736-02-03	正朔一	开元二十四年	开元二十三年
0955-12C-18	0736-02-04	正朔一	开元二十四年	开元二十三年
0955-12C-19	0736-02-05	正朔一	开元二十四年	开元二十三年
0955-12C-20	0736-02-06	正朔一	开元二十四年	开元二十三年
0955-12C-21	0736-02-07	正朔一	开元二十四年	开元二十三年
0955-12C-22	0736-02-08	正朔一	开元二十四年	开元二十三年
0955-12C-23	0736-02-09	正朔一	开元二十四年	开元二十三年
0955-12C-24	0736-02-10	正朔一	开元二十四年	开元二十三年
0955-12C-25	0736-02-11	正朔一	开元二十四年	开元二十三年
0955-12C-26	0736-02-12	正朔一	开元二十四年	开元二十三年
0955-12C-27	0736-02-13	正朔一	开元二十四年	开元二十三年
0955-12C-28	0736-02-14	正朔一	开元二十四年	开元二十三年
0955-12C-29	0736-02-15	正朔一	开元二十四年	开元二十三年
0956-11C-26	0737-01-01	正朔一	开元二十五年	开元二十四年
0956-11C-27	0737-01-02	正朔一	开元二十五年	开元二十四年
0956-11C-28	0737-01-03	正朔一	开元二十五年	开元二十四年
0956-11C-29	0737-01-04	正朔一	开元二十五年	开元二十四年
0956-11C-30	0737-01-05	正朔一	开元二十五年	开元二十四年
0956-12C-01	0737-01-06	正朔一	开元二十五年	开元二十四年
0956-12C-02	0737-01-07	正朔一	开元二十五年	开元二十四年
0956-12C-03	0737-01-08	正朔一	开元二十五年	开元二十四年
0956-12C-04	0737-01-09	正朔一	开元二十五年	开元二十四年
0956-12C-05	0737-01-10	正朔一	开元二十五年	开元二十四年
0956-12C-06	0737-01-11	正朔一	开元二十五年	开元二十四年
0956-12C-07	0737-01-12	正朔一	开元二十五年	开元二十四年
0956-12C-08	0737-01-13	正朔一	开元二十五年	开元二十四年
0956-12C-09	0737-01-14	正朔一	开元二十五年	开元二十四年
0956-12C-10	0737-01-15	正朔一	开元二十五年	开元二十四年
0956-12C-11	0737-01-16	正朔一	开元二十五年	开元二十四年
0956-12C-12	0737-01-17	正朔一	开元二十五年	开元二十四年
0956-12C-13	0737-01-18	正朔一	开元二十五年	开元二十四年
